#auto generated file!
180.0;100
186.0;100
192.0;100
198.0;100
204.0;100
210.0;100
216.0;100
222.0;100
228.0;100
234.0;100
240.0;100
246.0;100
252.0;100
258.0;100
264.0;100
270.0;100
276.0;100
282.0;100
288.0;100
294.0;100
300.0;100
306.0;100
312.0;100
318.0;100
324.0;100
330.0;100
336.0;100
342.0;100
348.0;100
354.0;100
360.0;100
366.0;100
372.0;100
378.0;100
384.0;100
390.0;100
396.0;100
402.0;100
408.0;100
414.0;100
420.0;100
426.0;100
432.0;100
438.0;100
444.0;100
450.0;100
456.0;100
462.0;100
468.0;100
474.0;100
480.0;100
486.0;100
492.0;100
498.0;100
504.0;100
510.0;100
516.0;100
522.0;100
528.0;100
534.0;100
540.0;100
546.0;100
552.0;100
558.0;100
564.0;100
570.0;100
576.0;100
582.0;100
588.0;100
594.0;100
600.0;100
606.0;100
612.0;100
618.0;100
624.0;100
630.0;100
636.0;100
642.0;100
648.0;100
654.0;100
660.0;100
666.0;100
672.0;100
678.0;100
684.0;100
690.0;100
696.0;100
702.0;100
708.0;100
714.0;100
720.0;100
726.0;100
732.0;100
738.0;100
744.0;100
750.0;100
756.0;100
762.0;100
768.0;100
774.0;100
780.0;100
786.0;100
792.0;100
798.0;100
804.0;100
810.0;100
816.0;100
822.0;100
828.0;100
834.0;100
840.0;100
846.0;100
852.0;100
858.0;100
864.0;100
870.0;100
876.0;100
882.0;100
888.0;100
894.0;100
900.0;100
906.0;100
912.0;100
918.0;100
924.0;100
930.0;100
936.0;100
942.0;100
948.0;100
954.0;100
960.0;100
966.0;100
972.0;100
978.0;100
984.0;100
990.0;100
996.0;100
1002.0;100
1008.0;100
1014.0;100
1020.0;100
1026.0;100
1032.0;100
1038.0;100
1044.0;100
1050.0;100
1056.0;100
1062.0;100
1068.0;100
1074.0;100
1080.0;100
1086.0;100
1092.0;100
1098.0;100
1104.0;100
1110.0;100
1116.0;100
1122.0;100
1128.0;100
1134.0;100
1140.0;100
1146.0;100
1152.0;100
1158.0;100
1164.0;100
1170.0;100
1176.0;100
1182.0;100
1188.0;100
1194.0;100
1200.0;100
1206.0;100
1212.0;100
1218.0;100
1224.0;100
1230.0;100
1236.0;100
1242.0;100
1248.0;100
1254.0;100
1260.0;100
1266.0;100
1272.0;100
1278.0;100
1284.0;100
1290.0;100
1296.0;100
1302.0;100
1308.0;100
1314.0;100
1320.0;100
1326.0;100
1332.0;100
1338.0;100
1344.0;100
1350.0;100
1356.0;100
1362.0;100
1368.0;100
1374.0;100
1380.0;100
1386.0;100
1392.0;100
1398.0;100
1404.0;100
1410.0;100
1416.0;100
1422.0;100
1428.0;100
1434.0;100
1440.0;100
1446.0;100
1452.0;100
1458.0;100
1464.0;100
1470.0;100
1476.0;100
1482.0;100
1488.0;100
1494.0;100
1500.0;100
1506.0;100
1512.0;100
1518.0;100
1524.0;100
1530.0;100
1536.0;100
1542.0;100
1548.0;100
1554.0;100
1560.0;100
1566.0;100
1572.0;100
1578.0;100
1584.0;100
1590.0;100
1596.0;100
1602.0;100
1608.0;100
1614.0;100
1620.0;100
1626.0;100
1632.0;100
1638.0;100
1644.0;100
1650.0;100
1656.0;100
1662.0;100
1668.0;100
1674.0;100
1680.0;100
1686.0;100
1692.0;100
1698.0;100
1704.0;100
1710.0;100
1716.0;100
1722.0;100
1728.0;100
1734.0;100
1740.0;100
1746.0;100
1752.0;100
1758.0;100
1764.0;100
1770.0;100
1776.0;100
1782.0;100
1788.0;100
1794.0;100
